gene,fragment ID,fragment start (aa),fragment end (aa),fragment center (aa),fragment length (aa),E = inhibitory effect (enrichment),sem(E),hydrophobicity_KyteDoolittle_classifier,instabIndex_Guruprasad_classifier,charge_Lehninger_classifier,frag_contains_alphaHelix,frag_contains_betaStrand,frag_contains_Turn,frag_centroid_fractional_position_classifier
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_799_888_+,267,296,281.5,30,-0.309680237,0.221880966,hydrophobic,stable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_799_948_+,267,316,291.5,50,-1.092578674,0.383088004,hydrophobic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_802_891_+,268,297,282.5,30,0.422601186,0.261322191,hydrophobic,stable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_802_951_+,268,317,292.5,50,0.114275289,0.072739183,hydrophobic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_805_894_+,269,298,283.5,30,-0.427746201,0.133409907,hydrophobic,unstable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_805_954_+,269,318,293.5,50,-2.78803833,0.10179066,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_808_897_+,270,299,284.5,30,-0.422017173,0.216910557,hydrophobic,unstable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_808_957_+,270,319,294.5,50,-2.315697299,0.247509721,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_811_900_+,271,300,285.5,30,-0.170639206,0.074694466,hydrophobic,unstable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_811_960_+,271,320,295.5,50,-2.03840528,0.308425947,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_814_903_+,272,301,286.5,30,-0.311941749,0.074930153,hydrophobic,unstable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_814_918_+,272,306,289,35,-1.503710795,0.608099655,hydrophobic,unstable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_814_963_+,272,321,296.5,50,-2.317510323,0.376082721,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_817_906_+,273,302,287.5,30,-0.180827301,0.266072815,hydrophobic,unstable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_817_966_+,273,322,297.5,50,-1.469515853,0.157223598,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_820_909_+,274,303,288.5,30,-0.29249986,0.175632492,hydrophobic,unstable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_820_969_+,274,323,298.5,50,-1.471122498,0.023788148,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_823_912_+,275,304,289.5,30,-0.593286468,0.240998269,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_823_972_+,275,324,299.5,50,-1.324682125,0.004790388,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_826_915_+,276,305,290.5,30,-0.919137179,0.235731206,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_826_975_+,276,325,300.5,50,-1.759713682,0.734051904,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_829_918_+,277,306,291.5,30,-0.44306215,0.195560343,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_829_978_+,277,326,301.5,50,-1.336021228,0.497296579,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_832_921_+,278,307,292.5,30,0.28407449,0.290436599,hydrophobic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_832_981_+,278,327,302.5,50,-0.88799608,0.119801242,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_835_924_+,279,308,293.5,30,-0.41443429,0.104412484,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_835_984_+,279,328,303.5,50,-1.928606161,0.262509726,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_838_927_+,280,309,294.5,30,-1.383593236,0.696657401,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_838_987_+,280,329,304.5,50,-1.698865826,0.390655894,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_841_930_+,281,310,295.5,30,-0.525069843,0.371004516,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_841_990_+,281,330,305.5,50,-1.875364344,0.134405846,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_844_933_+,282,311,296.5,30,-1.411044948,0.124201701,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_844_993_+,282,331,306.5,50,-1.862952502,0.054843718,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_847_936_+,283,312,297.5,30,-0.603199984,0.183483876,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_847_996_+,283,332,307.5,50,-1.571111991,0.081052342,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_850_939_+,284,313,298.5,30,0.796852789,0.145866722,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_850_999_+,284,333,308.5,50,0.879946205,0.226076062,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_853_942_+,285,314,299.5,30,1.450024098,0.304790623,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_853_1002_+,285,334,309.5,50,0.957371387,0.176291786,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_856_945_+,286,315,300.5,30,-0.284358595,0.223947241,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_856_1005_+,286,335,310.5,50,-0.994599604,0.001263009,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_859_948_+,287,316,301.5,30,0.073685995,0.103055462,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_859_1008_+,287,336,311.5,50,-0.89336284,0.351837295,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_862_951_+,288,317,302.5,30,-0.2736088,0.186623053,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_862_1011_+,288,337,312.5,50,-1.684916926,0.289292079,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_865_954_+,289,318,303.5,30,0.367817219,0.135441264,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_865_1014_+,289,338,313.5,50,-0.429102106,0.257708864,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_868_957_+,290,319,304.5,30,-0.607559951,0.138208836,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_868_1017_+,290,339,314.5,50,-2.203306604,0.959563965,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_871_1020_+,291,340,315.5,50,-1.559868114,0.437741729,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_874_963_+,292,321,306.5,30,-0.095059444,0.140121321,hydrophobic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_874_1023_+,292,341,316.5,50,-1.518929303,0.090924858,hydrophobic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_877_966_+,293,322,307.5,30,-0.131974521,0.211981299,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_877_1026_+,293,342,317.5,50,-1.156611706,0.256567786,hydrophobic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_880_969_+,294,323,308.5,30,-0.740873602,0.31309209,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_880_1029_+,294,343,318.5,50,-1.215928358,0.1129765,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_883_972_+,295,324,309.5,30,0.547732503,0.384334209,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_883_1032_+,295,344,319.5,50,-0.105189789,0.158626024,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_886_975_+,296,325,310.5,30,-0.696320516,0.274949384,hydrophobic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_886_1035_+,296,345,320.5,50,-0.808849867,0.107135597,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_889_978_+,297,326,311.5,30,-0.726142282,0.205165766,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_889_1038_+,297,346,321.5,50,-1.234889721,0.09660479,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_892_981_+,298,327,312.5,30,-0.726991223,0.314399463,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_892_1041_+,298,347,322.5,50,-0.996528771,0.469943245,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_895_984_+,299,328,313.5,30,-0.919680493,0.250282665,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_895_1044_+,299,348,323.5,50,-1.548065919,0.324496234,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_898_987_+,300,329,314.5,30,-0.442324621,0.239035918,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_898_1047_+,300,349,324.5,50,-0.988506886,0.173000947,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_901_990_+,301,330,315.5,30,0.508351129,0.184957712,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_901_999_+,301,333,317,33,0.303768362,0.081192102,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_901_1050_+,301,350,325.5,50,-1.37211644,0.177101592,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_904_993_+,302,331,316.5,30,-0.514631611,0.303405161,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_904_1053_+,302,351,326.5,50,-0.969761687,0.148345362,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_907_996_+,303,332,317.5,30,-0.474313235,0.126419751,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_907_1056_+,303,352,327.5,50,-1.022361736,0.140089507,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_910_999_+,304,333,318.5,30,-0.269602061,0.177527418,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_910_1059_+,304,353,328.5,50,-1.2264307,0.050752337,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_913_1002_+,305,334,319.5,30,-0.391240493,0.299371302,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_913_1062_+,305,354,329.5,50,-1.502063342,0.295184671,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_916_1005_+,306,335,320.5,30,-0.481242614,0.551957172,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_916_1065_+,306,355,330.5,50,-0.794230895,0.1351138,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_919_1008_+,307,336,321.5,30,0.045777256,0.108726613,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_919_1068_+,307,356,331.5,50,-0.415787624,0.027071835,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_922_1011_+,308,337,322.5,30,-0.384252402,0.069884647,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_922_1071_+,308,357,332.5,50,-1.150020191,0.030512467,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_925_1014_+,309,338,323.5,30,0.037092107,0.255861137,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_925_1074_+,309,358,333.5,50,-0.605866518,2.40E-05,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_928_1017_+,310,339,324.5,30,-1.364113086,0.857752595,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_928_1077_+,310,359,334.5,50,-1.710700279,0.050021858,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_931_1020_+,311,340,325.5,30,-0.391193729,0.361204592,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_931_1080_+,311,360,335.5,50,-1.101977673,0.28340012,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_934_1023_+,312,341,326.5,30,-0.253845859,0.319190084,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_934_1083_+,312,361,336.5,50,-1.080489338,0.207494787,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_937_1026_+,313,342,327.5,30,0.028016278,0.08681467,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_937_1086_+,313,362,337.5,50,-0.565717721,0.135878345,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_940_1029_+,314,343,328.5,30,0.327813204,0.12189196,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_940_1089_+,314,363,338.5,50,-0.495582228,0.3463097,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_943_1032_+,315,344,329.5,30,0.385520487,0.128636976,hydrophilic,stable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_943_1092_+,315,364,339.5,50,-0.881984322,0.10179066,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_946_1035_+,316,345,330.5,30,-0.395981708,0.115862425,hydrophilic,stable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_946_1095_+,316,365,340.5,50,-1.141127217,0.095951691,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_949_1038_+,317,346,331.5,30,0.347849502,0.026922458,hydrophilic,stable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_949_1098_+,317,366,341.5,50,-0.204996798,0.044618481,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_952_1041_+,318,347,332.5,30,0.915586987,0.073172126,hydrophilic,stable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_952_1101_+,318,367,342.5,50,0.984683207,0.235485833,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_955_1044_+,319,348,333.5,30,0.603916167,0.095429676,hydrophilic,stable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_955_1104_+,319,368,343.5,50,1.099071018,0.051366511,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_958_1047_+,320,349,334.5,30,-0.772903102,0.188031155,hydrophobic,stable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_958_1107_+,320,369,344.5,50,-1.278739811,0.123939794,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_961_1050_+,321,350,335.5,30,-1.196062603,0.119127727,hydrophilic,stable,positive,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_961_1110_+,321,370,345.5,50,-1.395060245,0.597220333,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_964_1053_+,322,351,336.5,30,0.730102747,0.062232016,hydrophilic,stable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_967_1056_+,323,352,337.5,30,-0.807966448,0.168892723,hydrophilic,stable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_967_1116_+,323,372,347.5,50,-0.815636553,0.004213309,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_970_1059_+,324,353,338.5,30,-1.082782084,0.281824245,hydrophilic,stable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_970_1119_+,324,373,348.5,50,-0.494865492,0.153280484,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_973_1062_+,325,354,339.5,30,-1.09985329,0.3345783,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_973_1122_+,325,374,349.5,50,-0.735866117,0.30930941,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_976_1065_+,326,355,340.5,30,-0.032321408,0.257843114,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_976_1125_+,326,375,350.5,50,-1.042014861,0.230919597,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_979_1068_+,327,356,341.5,30,-0.40998877,0.227256134,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_979_1128_+,327,376,351.5,50,-0.857953806,0.312752603,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_982_1071_+,328,357,342.5,30,-0.648174224,0.148803282,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_982_1131_+,328,377,352.5,50,-0.801851777,0.057717125,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_985_1074_+,329,358,343.5,30,-0.85607522,0.30133982,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_985_1134_+,329,378,353.5,50,-0.665712237,0.111341717,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_988_1077_+,330,359,344.5,30,-0.218829011,0.280017504,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_988_1137_+,330,379,354.5,50,-1.038493504,0.374210596,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_991_1080_+,331,360,345.5,30,-0.652907366,0.019449909,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_991_1140_+,331,380,355.5,50,-0.68460878,0.14424884,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_994_1083_+,332,361,346.5,30,-2.032475858,1.821119747,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_994_1143_+,332,381,356.5,50,-1.27200467,0.37644169,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_997_1086_+,333,362,347.5,30,-0.221261881,0.078275425,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_997_1146_+,333,382,357.5,50,-1.000212138,0.261000315,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1000_1089_+,334,363,348.5,30,-0.467652201,0.292986275,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1000_1149_+,334,383,358.5,50,-0.685534947,0.111713066,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1003_1092_+,335,364,349.5,30,0.166443493,0.198317458,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1003_1152_+,335,384,359.5,50,-1.006602769,0.063567137,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1006_1095_+,336,365,350.5,30,-0.169638233,0.282339983,hydrophilic,unstable,negative,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1006_1155_+,336,385,360.5,50,-0.756954878,0.060619936,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1009_1098_+,337,366,351.5,30,-0.098257438,0.145307905,hydrophilic,unstable,negative,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1009_1158_+,337,386,361.5,50,-0.995294203,0.061690626,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1012_1101_+,338,367,352.5,30,0.160990723,0.302061106,hydrophilic,unstable,negative,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1012_1161_+,338,387,362.5,50,-1.114967491,0.052233593,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1015_1098_+,339,366,352.5,28,-0.001393086,0.376790624,hydrophilic,unstable,negative,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1015_1104_+,339,368,353.5,30,0.47046657,0.171596804,hydrophilic,unstable,negative,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1015_1164_+,339,388,363.5,50,-0.508526841,0.432398386,hydrophilic,unstable,negative,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1018_1107_+,340,369,354.5,30,0.494178839,0.191745944,hydrophilic,unstable,neutral,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1018_1167_+,340,389,364.5,50,-0.551587089,0.115444333,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1021_1110_+,341,370,355.5,30,-0.382706426,0.262119844,hydrophilic,unstable,neutral,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1021_1170_+,341,390,365.5,50,-1.111797002,0.143063505,hydrophilic,unstable,neutral,1,1,0,C-terminal
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1024_1113_+,342,371,356.5,30,0.416412869,0.231666135,hydrophilic,unstable,neutral,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1024_1173_+,342,391,366.5,50,-1.610486967,0.876060206,hydrophilic,unstable,neutral,1,1,0,C-terminal
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1027_1116_+,343,372,357.5,30,0.939404647,0.219562702,hydrophilic,unstable,neutral,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1027_1176_+,343,392,367.5,50,0.677488064,0.152159142,hydrophilic,unstable,neutral,1,1,0,C-terminal
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1030_1119_+,344,373,358.5,30,-0.189557228,0.18523706,hydrophilic,unstable,neutral,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1030_1179_+,344,393,368.5,50,-0.958925599,0.098174643,hydrophilic,unstable,positive,1,1,0,C-terminal
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1036_1125_+,346,375,360.5,30,-0.305190187,0.278754222,hydrophilic,unstable,neutral,1,0,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1036_1185_+,346,395,370.5,50,-0.924780491,0.062258271,hydrophilic,unstable,positive,1,1,0,C-terminal
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1039_1128_+,347,376,361.5,30,-0.24108262,0.286746042,hydrophilic,unstable,neutral,1,1,0,central
groL-coding-EcoliBL21DE3,groL-coding-EcoliBL21DE3_1039_1188_+,347,396,371.5,50,-0.23655976,0.131677988,hydrophilic,unstable,positive,1,1,0,C-terminal
